Zona,2022_persona,2021_persona,2020_persona,2019_persona,2018_persona,2017_persona,2016_persona,2015_persona,2022_hogar,2021_hogar,2020_hogar,2019_hogar,2018_hogar,2017_hogar,2016_hogar,2015_hogar,2022_consumo,2021_consumo,2020_consumo,2019_consumo,2018_consumo,2017_consumo,2016_consumo,2015_consumo,2022_bruta_persona,2021_bruta_persona,2020_bruta_persona,2019_bruta_persona,2018_bruta_persona,2017_bruta_persona,2016_bruta_persona,2015_bruta_persona,2022_bruta_hogar,2021_bruta_hogar,2020_bruta_hogar,2019_bruta_hogar,2018_bruta_hogar,2017_bruta_hogar,2016_bruta_hogar,2015_bruta_hogar
4625014009 València sección 14009,13681,13102,13027,12465,12146,11528,11199,10802,33938,33267,32598,30957,29610,28948,27887,26910,20317,19392,19265,18587,17908,17158,16552,16007,17850,16450,17150,17150,15750,15050,15050,14350,16669,15929,15740,15745,14548,13749,13335,12903
4625014010 València sección 14010,13963,13351,12709,12677,11573,11152,10649,10421,32155,30674,28909,29244,27219,26570,25268,24749,20209,19565,18413,18305,16874,16260,15515,15233,17150,16450,15750,15750,14350,13650,14000,12950,16804,15974,15111,15147,13634,13164,12538,12162
4625014012 València sección 14012,13981,12679,12291,11848,11916,10961,9932,10314,31378,28665,28332,27812,27740,25781,23864,24480,19783,18102,17677,17348,17383,15816,14413,14686,17150,15050,15050,14350,14350,12950,12250,12250,16773,15142,14615,14209,14199,13010,11771,12146
4625014013 València sección 14013,12665,12360,11709,11392,10984,10422,9897,9682,28622,27886,26997,26650,26050,24682,23503,23360,18001,17597,16718,16306,15725,14991,14218,13896,16450,15750,15050,15050,13650,12250,12250,11550,14945,14665,13744,13396,12905,12138,11483,11232
4625014014 València sección 14014,16799,15299,15060,15212,14241,13518,13087,12824,40979,37703,36977,37768,35340,34375,33584,32684,24431,23214,21923,22286,20963,20090,19736,19361,22050,20650,19250,19950,18550,17850,17150,16450,20866,19077,18461,18585,17488,16661,15949,15518
4625014015 València sección 14015,15822,14572,13921,13778,13103,12566,12262,12436,35715,33203,32738,32687,30831,29250,28803,28668,22934,21144,20368,20363,19305,18475,18118,18014,21350,19950,18550,18550,17850,16450,16450,16450,19452,17913,16945,16796,15898,15202,14819,15106
4625014016 València sección 14016,12329,12075,12002,11436,10746,10080,9908,9591,28541,27871,27768,27679,26212,25053,24541,23348,17650,17273,17174,16578,15839,14667,14403,13858,15750,15750,15750,15050,15050,12950,12250,12250,14503,14231,14077,13357,12539,11717,11539,11083
4625014018 València sección 14018,15279,14378,13875,13497,12619,12120,11693,11295,36574,34323,33519,33311,31726,30579,30232,28696,22705,21010,20190,19885,18830,17904,17345,16663,21000,19250,18550,18550,17850,17150,16450,15750,18499,17213,16507,16044,14971,14316,13778,13316
4625014019 València sección 14019,15558,14506,14306,13762,13311,12587,12433,11926,40208,38093,37843,36878,35336,33909,32552,31451,23148,21809,21398,20611,19868,18829,18545,17856,22050,20650,19250,19250,18550,17150,16450,15750,19061,17839,17386,16695,16107,15215,15035,14338
4625014020 València sección 14020,18648,17133,16418,16465,16127,14581,14192,14272,46848,43466,42498,42715,42167,38614,38054,38024,27731,25377,24328,24573,24097,21827,21407,21401,24850,23450,22050,22050,21350,19950,18550,18550,23826,21691,20682,20595,20243,18191,17612,17662
4625014021 València sección 14021,25680,23057,22920,22849,22348,21428,22000,21472,66838,61346,61428,61390,60709,58314,60412,59562,37896,35335,34408,35009,34168,32868,33949,33063,33950,31850,30450,30450,29750,29050,28350,28350,34766,32108,30525,31353,30443,29264,29229,28484
4625014022 València sección 14022,14228,13682,13315,12879,12303,11678,11092,10912,32527,32333,30874,30338,28571,27814,26702,26313,20630,19711,19119,18570,17752,17042,16235,16010,19950,19250,17850,17850,16450,15750,15050,15050,16902,16168,15756,15098,14414,13688,12990,12761
4625014023 València sección 14023,17732,16886,16687,15952,15556,14834,14088,13768,43237,40511,39419,37935,37292,36199,35074,34026,26213,24673,24447,23486,22548,21594,20676,20080,24150,23450,22050,22050,20650,19950,18550,17850,21946,20980,20557,19668,18958,18203,17233,16799
4625014024 València sección 14024,18833,18711,18641,18021,17900,16790,16096,15702,48036,48384,48515,47797,47223,44774,43311,42261,28963,27876,27887,26973,26383,25272,24156,23658,27650,26250,24850,25550,24150,22750,21350,21350,25062,24209,24080,22824,22767,21417,20328,19779
4625015 València distrito 15,12489,11897,11388,11118,10638,10143,9823,9607,33209,31425,30215,30115,28688,27390,26573,25903,18822,17951,17239,16909,16253,15441,14983,14622,16450,15750,15050,14350,13650,13650,12950,12250,15030,14255,13532,13187,12660,11997,11587,11286
4625015001 València sección 15001,7880,7234,7332,6907,6730,6429,6240,6159,22345,19514,19526,18923,18031,17297,17535,17221,11832,10714,10742,10265,9904,9381,9340,9182,10150,9450,9450,10150,8750,8750,8750,8050,8643,7923,7991,7531,7350,6994,6831,6728
4625015002 València sección 15002,13090,12776,12173,11982,11449,11003,10684,10537,31633,31022,29991,29998,28227,26558,25924,25749,19412,19153,18340,17991,17290,16466,16035,15868,17850,17850,17850,16450,15750,14350,14350,14350,15891,15439,14614,14340,13721,13118,12642,12441
4625015003 València sección 15003,12220,11683,11125,10678,10454,9886,9652,9338,29154,27913,27287,27112,26168,24940,24357,23577,17664,16837,16136,16017,15405,14564,14147,13699,16450,15050,15050,15050,14350,14350,12950,12250,14244,13621,12809,12331,12020,11397,11063,10677
4625015004 València sección 15004,12833,12634,11863,11547,10815,10547,10058,9712,33427,33048,30035,30365,28618,28293,27095,25866,19122,19188,17581,17247,16234,16097,15238,14804,17850,16450,15750,15750,15050,14350,14350,13650,15023,15090,13825,13479,12685,12297,11762,11306
4625015005 València sección 15005,8145,8016,7635,7561,7242,6736,6602,6650,22382,21023,20920,20965,19624,18355,17725,17457,12275,11746,11289,11179,10910,10112,10162,9782,10850,10150,9450,10150,9450,8750,8750,8750,9145,8993,8495,8447,8075,7502,7328,7361
4625015006 València sección 15006,9659,9347,8681,8679,8145,7830,7616,7347,26414,24580,22943,23806,22122,21066,20548,19892,14702,14195,13114,13201,12302,11827,11525,11112,12950,12250,11550,11550,10850,10150,10150,10150,10949,10535,9721,9767,9154,8794,8569,8201
4625015007 València sección 15007,7950,7606,7442,7211,6600,6304,5965,5951,22580,21014,20239,20510,19127,18680,18029,17481,12192,11603,11211,10959,10129,9580,9077,9070,10850,10850,10150,10150,9450,8750,8050,8050,8697,8372,8085,7841,7188,6859,6474,6425
4625015008 València sección 15008,7215,6939,6420,6185,5754,5425,5170,5016,20227,19281,17523,17682,16022,14512,13653,13955,11096,10561,9653,9400,8619,8112,7699,7599,10150,10150,9450,8750,8050,8050,7350,6650,7923,7567,6951,6707,6285,5882,5546,5416
4625015010 València sección 15010,8468,7750,7688,7492,7484,7112,6845,6616,23542,20906,19719,19886,19938,18495,18229,17500,12729,11395,11370,11332,11128,10536,10076,9747,11550,10150,10150,10850,10150,9450,9450,8750,9509,8671,8593,8435,8374,7909,7603,7336
4625015011 València sección 15011,8234,7887,7578,7588,6915,6624,6564,6556,22871,21472,20455,20832,19125,18074,17578,17096,12348,11781,11215,11295,10261,9703,9634,9588,11550,11550,10150,10150,9450,8750,8750,8750,9058,8621,8287,8352,7558,7226,7161,7118
4625015012 València sección 15012,11046,10480,9947,9521,9519,8736,8697,8756,30070,27785,26006,26104,25334,23715,22904,23518,16578,15682,14861,14473,14298,13072,13043,13256,14350,14350,12950,12250,12250,10850,10850,10850,12858,12268,11561,11093,11123,10152,10086,10147
4625015013 València sección 15013,11151,10700,10264,9996,9620,9364,8921,8877,30082,28260,27241,26957,25779,24751,23734,23183,16571,15867,15297,14866,14439,13814,13233,13135,15050,15050,14350,13650,13300,12950,12250,11550,12829,12227,11691,11347,10901,10574,10088,10035
4625015014 València sección 15014,10352,10084,9303,9324,9174,8743,8416,8420,26571,25500,23947,24343,22908,22432,21438,21584,15319,14778,13774,13841,13450,12829,12399,12345,13650,13650,12950,12250,12250,11550,10850,10850,11775,11468,10521,10572,10428,9907,9574,9547
4625015015 València sección 15015,10467,10282,10181,9527,9117,8773,8382,8188,27556,26590,26347,25117,24483,23211,22548,21695,15369,15213,15118,14271,13703,13237,12685,12274,13650,14350,13650,12950,12250,12250,11550,10850,11961,11701,11568,10817,10424,9930,9482,9225
4625015016 València sección 15016,11204,10615,10640,10081,9124,8851,8560,8474,28926,26881,27659,26697,24169,23049,22784,22506,16670,15777,15830,15084,13890,13171,12741,12592,15050,13650,13650,13650,12950,12250,11550,11550,13038,12442,12668,11596,10692,10192,9820,9710
4625015017 València sección 15017,9541,9020,8637,8563,8158,8065,7611,7320,25735,23595,22878,22958,21471,20687,20005,19268,14292,13260,12819,12678,12000,11940,11249,10843,12950,11550,11550,11550,10850,11550,10150,9450,10765,10100,9629,9572,9109,9021,8486,8161
4625015018 València sección 15018,11852,11286,10783,10713,9781,9381,9048,9045,29176,28498,27433,27632,25773,25162,24078,23591,17249,16553,15978,15855,14675,14022,13458,13359,15750,15050,15050,15050,13650,13650,12250,12250,13563,12905,12286,12125,11098,10616,10277,10203
4625015019 València sección 15019,10709,10264,9730,9752,8860,8459,7814,8029,27053,25932,24217,25812,23872,22023,21468,21935,15607,14936,14283,14487,13210,12429,11565,11877,14350,14350,13650,13650,12250,11550,10150,10850,12116,11513,10989,10862,9938,9425,8774,8961
4625015020 València sección 15020,9761,9252,9030,8606,8506,7875,7637,7487,25235,23710,23501,22766,22063,20944,20464,19868,14453,13669,13331,12784,12603,11729,11380,11137,13650,12950,12250,11550,11550,10150,10150,10150,11016,10409,10086,9627,9512,8844,8542,8346
4625015021 València sección 15021,11431,10792,10290,10136,9626,9186,8845,8649,30678,29287,27445,27263,26123,24872,23964,23520,17175,16225,15437,15152,14445,13893,13411,13141,15750,14350,14350,13650,12950,12950,12250,11550,13363,12527,11845,11681,11010,10547,10083,9843
4625015022 València sección 15022,10776,10184,9747,9474,8700,8229,8140,7892,30841,29772,28285,27483,25544,24650,23388,22325,16388,15862,14964,14602,13490,12628,12355,12063,14350,12950,12250,12250,11550,10850,10850,10850,12458,11681,11141,10835,9937,9409,9266,8956
4625015023 València sección 15023,12262,11506,11024,10674,10138,9550,9140,9411,31927,30058,29346,29308,27683,26283,25162,25809,17980,16923,16459,16021,15229,14364,13606,14075,16450,15750,15050,14350,13650,12950,12950,12950,14460,13493,12829,12348,11719,10959,10540,10792
4625015024 València sección 15024,13812,12974,12395,12324,11561,10747,10860,10582,37118,34417,32765,33076,31755,30384,30160,30014,20569,19340,18394,18395,17277,16372,16399,16036,18550,17150,17150,17150,15750,15050,15050,15050,16440,15481,14773,14573,13671,12721,12798,12430
4625015025 València sección 15025,10393,9757,9258,9143,8611,8104,7814,7457,26755,25081,24085,24178,22382,21319,20732,20009,15234,14496,13798,13543,12914,11854,11628,11062,14350,12950,12250,11550,10850,10850,10150,10150,12012,11185,10625,10420,9807,9200,8917,8462
4625015026 València sección 15026,9584,9223,8452,8633,8456,8046,7791,7547,27313,25291,23367,24330,22906,21824,21248,20526,14615,13987,12842,13085,12668,12076,11740,11354,12950,12950,11550,11550,11200,10850,10150,9450,11001,10507,9564,9803,9625,9107,8872,8541
4625015027 València sección 15027,11230,10176,9879,9283,8794,8911,8511,8645,28493,26520,25807,25500,24375,24562,22808,23400,16323,14973,14521,13771,13260,13304,12692,12932,14350,12950,12250,12250,11550,10850,10850,10850,13097,11825,11453,10736,10206,10306,9841,9951
4625015028 València sección 15028,13683,13040,12312,12012,11386,10683,10452,10173,36925,35748,33961,33264,31646,29916,29753,29116,20734,19837,18720,18490,17560,16683,16486,16257,19250,18550,17150,17150,16450,15750,15750,15050,16730,15802,14770,14367,13594,12707,12380,12029
4625015029 València sección 15029,16014,15310,14957,14488,13966,13027,13132,12344,42317,40334,39519,38587,37550,35593,36234,34041,24275,23084,22582,21853,20952,20165,19918,18608,23450,21350,21350,20650,19250,17850,17850,16450,19775,18770,18189,17663,17376,16657,16046,14942
4625015030 València sección 15030,14482,13704,12923,12794,12320,11552,11453,10796,34068,33155,31042,31332,30358,28696,28536,27870,21235,20153,19057,18988,18162,16914,17036,15946,19250,18550,17850,17850,17150,15750,15750,15050,17358,16371,15248,15135,14527,13623,13547,12612
4625015031 València sección 15031,12761,12227,11626,11025,10799,10606,9908,9869,33068,31192,29936,29685,28631,26919,25896,25020,18752,18003,17213,16576,16273,15853,14819,14660,17150,15750,15050,15050,15050,14350,14350,13650,14976,14310,13543,12769,12445,12236,11441,11336
4625015032 València sección 15032,11283,11058,10391,10195,9927,9586,9194,8812,31164,30312,28735,28492,26651,25624,24426,23262,16933,16519,15584,15405,14951,14353,13710,13067,15750,14350,13650,12250,12250,12250,12250,10850,13089,12851,11961,11655,11395,10998,10597,10141
4625015033 València sección 15033,16932,16895,15617,15010,13409,13801,13374,12836,43990,43541,41879,40666,36435,37853,35575,33939,25855,25652,23698,22598,21451,20982,20109,19140,23450,22750,21350,20300,18550,18550,17150,16450,21660,21492,19607,18803,18010,17209,16628,15946
4625015034 València sección 15034,18543,18007,16976,16872,16189,15747,15323,14896,53170,51525,49237,48928,46679,45698,44026,42087,29228,28420,27238,26974,26109,25396,24775,23786,26950,26250,25550,25550,24850,22750,22750,22050,24197,23263,21766,21672,20654,19968,19301,18601
4625015035 València sección 15035,18081,16951,18794,18626,18388,17746,17990,17165,52304,50217,55091,52996,52173,50009,49940,47021,28264,26823,29498,29728,29311,28138,28535,27194,26950,25200,26950,27650,26950,25550,26250,25550,23331,21730,24472,24585,24000,22885,23209,22125
4625015036 València sección 15036,9639,9677,9680,8914,8690,8561,7983,7866,26556,25621,25154,24636,23411,22436,21329,20898,14458,14251,14405,13343,12966,12643,11791,11605,13650,13650,13300,12250,12250,12250,10850,10850,10833,10848,10792,9948,9703,9555,8881,8736
4625015037 València sección 15037,19113,17615,16265,16755,15986,15304,14109,13908,49029,45183,43030,44191,42441,41184,38500,37701,29569,26719,25260,25714,24683,23641,22132,21661,26950,24850,22750,22750,22050,21350,20650,19950,25602,22761,20947,21383,20563,19417,17855,17633
4625015038 València sección 15038,20374,19398,18825,18428,18338,16295,15930,15797,56854,54664,54715,53846,53162,48416,47642,46634,31525,30561,29826,29344,29473,26119,25632,25455,29750,28350,26950,26250,25550,24150,23450,23450,26901,25715,24458,23936,23802,21010,20417,20141
4625015039 València sección 15039,11018,10326,9904,9802,9161,8427,8170,7956,28126,26284,24981,25833,23996,22374,21702,20712,16171,15135,14739,14627,13765,12611,12254,11941,15750,14350,13650,13650,12950,12250,11550,11550,12696,11813,11271,11123,10381,9496,9160,8960
4625015040 València sección 15040,20300,18249,16749,15418,15011,14371,13981,13356,55613,50452,46898,44477,43662,41224,40269,37882,31190,28857,26383,24678,24228,22996,22421,21482,26950,26950,24150,22750,22750,21350,20300,19950,26901,24359,21428,19477,18933,18036,17474,16594
4625016 València distrito 16,12699,12081,11520,11301,10766,10302,10083,9794,32894,31196,29792,29662,28162,26945,26330,25505,19035,18116,17214,16997,16199,15469,15131,14608,17150,16450,15050,15050,14350,13650,12950,12950,15268,14487,13690,13464,12761,12159,11923,11510
4625016001 València sección 16001,11804,11062,10439,10279,9549,9406,9158,8894,29667,27730,26283,26512,24603,24138,23479,23405,17304,16171,15310,15274,14259,14263,13647,13395,15050,14350,13650,13650,12250,12250,12250,11550,13894,12906,12076,11856,10961,10864,10483,10167
4625016002 València sección 16002,11640,11043,10399,10111,9791,9363,9035,9098,28859,27915,26715,26373,25254,23770,23350,22862,16991,16352,15362,14999,14445,13776,13421,13229,15050,14350,13650,13650,12250,12250,12250,11550,13539,12804,11980,11625,11253,10739,10333,10397
4625016003 València sección 16003,10952,10310,9958,9965,9314,9002,8617,8557,29190,27310,26037,26623,24828,23699,22994,22609,16289,15423,14938,15008,13968,13394,12852,12700,15050,13650,13650,12950,12250,11550,10850,10850,12662,11817,11394,11399,10627,10238,9822,9761
4625016004 València sección 16004,9608,9127,8373,8315,7941,7559,7220,6965,23295,21950,20214,20546,19779,18920,17803,17468,14336,13397,12419,12352,11548,10919,10586,10176,13650,12250,11550,11550,10150,9450,9450,9450,10869,10255,9377,9276,8860,8390,8043,7741
4625016005 València sección 16005,11739,10868,10365,9990,9238,8813,8470,8528,30609,28350,26963,26415,24782,23758,22766,22859,17571,15992,15366,14826,13836,13118,12709,12759,15050,14350,13650,13650,12250,11550,11550,11550,13699,12626,11913,11463,10579,10101,9686,9748
4625016006 València sección 16006,10760,10246,10017,9739,9169,9116,8720,8781,27315,25788,24537,23930,22677,22245,21150,21182,15791,14877,14537,14221,13358,13205,12538,12626,14350,13650,12950,12950,11550,11550,10850,10850,12282,11667,11350,11032,10402,10302,9878,9908
4625016008 València sección 16008,9412,9205,8665,8551,8519,8030,7681,7534,26015,24891,23241,23763,23070,21928,20908,20078,14135,13868,13002,13067,12872,12100,11720,11426,12950,12250,11550,11550,11550,10850,10150,10150,10726,10449,9817,9675,9647,9104,8720,8555
4625016009 València sección 16009,8700,8363,7411,7345,7060,6948,6789,6500,23856,22391,20704,20919,19410,19289,17824,17594,12949,12464,11030,10984,10495,10297,9890,9570,12250,11550,9450,9450,9100,8750,8750,8750,9792,9419,8268,8220,7903,7754,7546,7215
4625016010 València sección 16010,11983,11721,11184,11012,10761,10173,9832,9402,30029,29233,27800,28219,26666,25235,23739,22319,17662,17299,16508,16222,15703,14871,14434,13620,16450,15750,15050,15050,13650,12250,12950,11550,14126,13760,13000,12905,12503,11816,11449,11013
4625016011 València sección 16011,11512,11060,10594,10339,10092,9635,8950,8598,29853,27498,26436,26539,25449,24486,23097,21957,17130,16310,15563,15409,14776,14125,13289,12606,15750,14350,14350,14350,13650,12950,12250,11550,13475,12857,12189,11902,11580,11067,10195,9814
4625016012 València sección 16012,10103,9429,9053,8738,8553,8228,7766,7589,27699,25090,24855,24253,23041,22072,21066,20748,15374,14327,13763,13274,12948,12259,11645,11377,14350,12950,11550,11550,11550,10850,10850,10150,11586,10850,10218,9793,9654,9263,8691,8489
4625016013 València sección 16013,10256,9738,9182,8963,8225,7835,7683,7744,26587,25561,24552,24652,22409,21326,20595,20188,15202,14443,13725,13414,12201,11761,11466,11369,14350,12950,12950,12250,10850,10850,10150,10850,11689,11062,10385,10136,9265,8782,8548,8610
4625016014 València sección 16014,12453,12137,11444,11304,10625,9946,9706,9283,33241,32264,31174,30867,29198,27427,26797,26069,18672,18086,17061,16901,15992,15180,14633,14060,17850,17150,15750,15750,15050,14350,13650,12950,14755,14173,13151,13100,12255,11455,11155,10652
4625016015 València sección 16015,12088,11668,11125,10864,10446,9888,9662,9287,30711,29701,28565,28158,27258,26261,25809,24933,17627,17120,16391,16104,15500,14755,14412,13764,16450,16450,15750,15750,15050,13650,13650,12950,13920,13345,12683,12398,11895,11284,11015,10567
4625016016 València sección 16016,12880,13360,13087,12639,12177,10884,10585,10240,31879,33001,32164,31849,31100,28102,27295,25721,18950,19670,19095,18544,18073,16100,15600,15051,17850,17150,16450,16450,15050,15050,14350,14000,15048,16651,16068,15414,14967,12767,12235,11778
4625016017 València sección 16017,14485,13352,12630,12388,11582,10916,10526,10131,37325,34961,32318,31775,29570,28377,27431,26421,21591,20042,18899,18560,17407,16440,15925,15287,20650,19250,17850,17150,16450,15050,15050,14350,17683,16118,15198,14904,13816,13056,12518,12017
4625016018 València sección 16018,11743,11116,10456,10370,10008,9447,9297,8681,30390,29059,27106,26942,26547,24388,24455,23079,17352,16417,15449,15168,14805,13772,13705,12831,15750,15050,14350,14350,13650,12950,12950,12250,13381,12659,11821,11772,11375,10727,10588,9858
4625016019 València sección 16019,14983,14339,13486,12979,12492,11939,11424,11120,35398,33926,32666,31816,31240,29908,29469,29034,21696,20606,19608,19107,18368,17556,16982,16582,19950,19250,17850,17850,16450,15750,15050,15050,18193,17365,16200,16201,15010,14278,13722,13257
4625016020 València sección 16020,10644,10045,9336,9118,8894,8331,7962,7551,27487,25816,24390,24188,23787,22027,21299,20324,15576,14708,13764,13556,13336,12342,11848,11275,14350,13650,12950,12950,12250,11550,10850,9450,12087,11358,10495,10288,10078,9358,8956,8465
4625016021 València sección 16021,9452,8990,8935,8654,8148,7794,7652,7621,24757,23129,22595,22648,20861,20060,19570,19442,13985,13413,13165,12667,11997,11576,11254,11087,12950,12250,12250,11550,10850,10150,10150,10150,10653,10061,9894,9585,9005,8619,8451,8419
4625016022 València sección 16022,9213,8740,8607,8594,8261,7857,7563,7387,24289,22350,21847,21789,20833,20176,19456,18860,13856,12936,12783,12745,12388,11720,11113,10990,12950,12250,12250,12250,11550,11550,10150,10150,10251,9658,9507,9519,9205,8723,8376,8174
4625016023 València sección 16023,9986,9275,8917,8791,8266,7859,7539,7251,28379,26176,25413,25150,23778,22940,21540,21093,15173,14051,13518,13355,12539,12111,11596,11256,14350,13650,12950,12250,12250,10850,10850,10150,11441,10632,10105,9955,9383,8878,8514,8186
4625016024 València sección 16024,13376,13021,12230,11925,11187,10768,10559,10069,33463,33504,32112,31529,29606,28561,28038,27305,19735,19230,18154,17724,16651,15927,15702,15036,18550,17150,17150,16450,15750,15050,14350,13650,16012,15355,14455,14036,13156,12630,12309,11772
4625016025 València sección 16025,11593,10838,10146,9778,9361,8935,8953,8729,29970,28741,27164,26714,25450,24406,24121,23372,17327,16326,15097,14745,14095,13465,13436,12944,16450,15750,14350,13650,12950,12950,12950,12250,13442,12431,11555,11120,10650,10076,10068,9834
4625016026 València sección 16026,11133,10744,10298,9923,9560,8878,8525,8344,28474,27031,26072,25074,24484,22475,22145,21584,16376,15893,15226,14726,14243,13153,12946,12391,15750,15050,14350,13650,12950,12250,12250,11550,12774,12300,11708,11263,10791,10016,9633,9399
4625016027 València sección 16027,13152,12811,12263,11630,11411,11187,10734,10875,31951,29775,29240,28404,27998,27518,25825,26906,19060,18727,17996,17128,16542,16318,15473,15771,17850,17150,16450,15750,15050,15050,13650,12950,15633,15276,14639,13892,13492,13165,12623,12839
4625016028 València sección 16028,18954,16730,16854,16150,16130,15479,14528,14627,47001,42899,43984,43076,42393,40073,38714,38436,27878,25443,24831,24512,23926,23028,21977,21902,25550,23450,22750,22750,21350,20650,20300,19950,23895,21699,21028,20287,20023,19112,17953,18030
4625016029 València sección 16029,16954,16325,15563,15842,14712,14061,13680,13395,50334,48947,46191,47190,43561,41300,39184,37220,27330,26519,25388,25987,24132,23106,22379,21665,25550,25550,24150,23450,22750,22050,21350,20650,21781,20846,19781,20187,18463,17521,16958,16476
4625016030 València sección 16030,15303,14880,14059,13742,13233,12761,13370,13414,40615,39254,37307,36997,35288,34231,35767,35678,23458,22919,21770,21477,20634,19721,20273,20264,21350,20650,20650,20650,19250,18550,17150,17150,18985,18421,17234,16899,16199,15529,16305,16328
4625016031 València sección 16031,20483,21349,21692,22295,20727,20902,22948,21078,51335,53777,53223,55773,52059,50835,54394,49206,32074,32951,32616,33853,32712,32148,35236,31153,26250,25550,24850,24850,23450,23450,22750,22050,29148,30149,30747,31735,29483,29280,33056,28946
4625016032 València sección 16032,15919,14377,13894,13852,13108,12430,12481,12007,41260,36842,33854,33934,31528,29892,29698,27573,24735,22102,20859,20973,19871,18669,18495,17516,23450,21350,19950,19950,18550,17850,17150,16450,20007,17824,16878,16775,15726,14944,14909,14590
4625017 València distrito 17,15925,15111,14161,14142,13447,12727,12394,12127,42038,39855,37277,37470,35528,33742,32804,32121,24355,23232,21765,21960,20928,19906,19322,18792,20650,19250,18550,17850,17150,16450,15750,15750,20444,19423,17733,18001,17773,15954,15393,14915
4625017001 València sección 17001,13717,12844,12512,12206,11209,10606,10361,10080,32911,30941,30270,29164,26971,25710,25291,24331,19996,18815,18325,18004,16581,16110,15382,14930,18550,17150,16450,16450,15050,14350,14350,13650,16541,15294,14785,14282,13136,12630,12022,11718
4625017002 València sección 17002,12190,11524,10958,10497,10463,10226,9594,9889,32181,30139,28478,27600,27485,26757,25143,25498,18582,17237,16440,16294,15954,15556,14955,14814,15400,15750,14350,13650,13650,12950,12250,12250,14497,13602,12665,12746,12339,11981,11627,11527
4625017003 València sección 17003,14266,13575,13112,12358,11824,11135,10829,10627,36029,34344,32990,31401,29955,28781,27332,27321,21440,20436,19636,18753,17810,16929,16296,16173,19250,18550,17850,17150,15750,15050,14350,14350,17204,16326,15592,14591,13889,13013,12690,12411
4625017006 València sección 17006,20050,19347,17671,18359,17458,16440,16404,15831,57626,55559,50483,53410,50273,47334,47397,45540,31538,30817,28285,29448,28333,26618,26596,25494,26950,25550,24850,23450,22750,20650,21350,20650,27457,26691,23597,25045,23244,22099,21679,20743
4625017007 València sección 17007,13529,12364,11668,11955,11539,10802,9863,9800,35262,32417,30928,31881,30800,28427,26081,26680,20173,18502,17413,17994,17361,16223,14707,14736,17150,16450,15750,15050,15050,14350,12250,12950,16824,15535,14221,14955,22756,12721,11481,11299
4625018 València distrito 18,11884,11217,10843,10562,9935,9673,9362,9020,30219,28458,27512,27256,25652,24751,23989,23049,17791,16724,16203,15898,14944,14526,13991,13509,15750,15050,14350,14350,13650,12950,12250,11550,14096,13204,12664,12332,11576,11571,10898,10494
4625018001 València sección 18001,11726,11016,10444,10452,9740,9438,9256,8904,30732,28907,27351,27635,26168,25269,24612,23615,17534,16392,15679,15963,14942,14503,14207,13535,16450,15050,14350,15050,14350,13650,12950,12950,13669,12758,12031,12032,11178,10830,10600,10148
4625018002 València sección 18002,10740,9913,9698,9974,9538,9058,8706,8382,27006,25220,25081,26198,24092,22949,21571,20782,15817,14828,14562,14923,14264,13560,12913,12404,14350,13650,13650,13650,12950,12250,12250,10850,12421,11373,11087,11412,10818,10251,9886,9501
4625018003 València sección 18003,12104,11569,11228,11085,10292,9677,9257,8879,31365,30209,29111,29197,27067,25471,24766,23882,18287,17315,16853,16684,15586,14637,14006,13572,16450,15050,15050,15050,14350,12950,12250,12250,14578,13710,13151,12987,12041,11295,10749,10250
4625018004 València sección 18004,15179,14079,13604,13047,12270,11932,11819,11760,39240,36172,35342,34341,32144,30995,29826,29660,23231,21531,20652,19886,18711,18066,17788,17742,19600,18550,17850,17850,16450,15750,15050,14350,18863,17503,16627,15937,15014,14585,14386,14431
4625018005 València sección 18005,10927,10406,10329,9861,9319,8819,8806,8488,27435,26118,25173,24365,23255,21551,21820,20830,16309,15466,15387,14705,13831,12985,12814,12439,14350,13650,13650,12250,12250,11550,10850,10850,12655,11993,12026,11427,10680,10126,10017,9714
4625018006 València sección 18006,9776,9369,8874,8646,8014,8542,8223,7183,24043,22721,21549,21517,19871,20954,21281,18508,14460,13616,12886,12666,11652,12231,11970,10423,13650,12250,11550,11550,10850,10850,9450,9450,11003,10465,9865,9688,9010,12956,9370,7998
4625018007 València sección 18007,12228,11439,11090,10553,10043,9904,9671,9304,29716,27603,26681,26197,24868,23937,23483,22604,18067,16626,16300,15655,14894,14876,14293,13882,17150,15750,15750,15050,14350,12950,12250,11550,14826,13488,12998,12382,11761,11747,11515,11040
4625018008 València sección 18008,10630,10091,9815,9543,9044,8747,8377,8046,26503,25352,24320,24271,23193,22191,21145,20248,15811,15114,14586,14419,13515,13040,12439,11977,14350,14350,13650,14350,12950,12250,11550,10850,12302,11656,11243,10946,10363,9950,9487,9181
4625018009 València sección 18009,12091,11768,10894,10560,10085,9779,9387,9079,31442,30279,28921,28006,26698,25907,24944,24000,17881,17465,16291,15886,15077,14891,14108,13675,16450,16100,15050,14350,13650,12950,12250,12250,14215,13845,12660,12225,11622,11307,10812,10399
4625018010 València sección 18010,10735,10243,10178,9957,9168,9022,8225,8203,28765,26940,26730,26474,24879,24060,22157,21809,16059,15135,15233,14995,14017,13590,12405,12346,15050,14350,14350,14350,12950,12950,11550,11550,12371,11802,11705,11422,10487,10332,9452,9385
